gisaid_name	lineage	county	collection_date	MMWRyear	MMWRweek
hCoV-19/USA/CA-CZB-15885/2020	B.1.240	Santa Clara County	2020-12-07	2020	50
hCoV-19/USA/CA-CZB-16818/2020	B.1.240	Santa Clara County	2020-12-09	2020	50
hCoV-19/USA/CA-CZB-16962/2020	B.1.240	Santa Clara County	2020-12-14	2020	51
hCoV-19/USA/CA-CZB-3711/2020	B.1.241	Santa Clara County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-6971/2020	B.1.241	Santa Clara County	2020-09-02	2020	36
hCoV-19/USA/CA-CZB-11914/2020	B.1.241	Santa Clara County	2020-10-04	2020	41
hCoV-19/USA/CA-CZB-14988/2020	B.1.241	Santa Clara County	2020-11-18	2020	47
hCoV-19/USA/CA-CZB-15667/2020	B.1.241	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-16759/2020	B.1.241	Santa Clara County	2020-12-09	2020	50
hCoV-19/USA/CA-CZB-10188/2020	B.1.243	Santa Clara County	2020-05-14	2020	20
hCoV-19/USA/CA-CZB-10105/2020	B.1.243	Santa Clara County	2020-05-20	2020	21
hCoV-19/USA/CA-CZB-10077/2020	B.1.243	Santa Clara County	2020-06-02	2020	23
hCoV-19/USA/CA-CZB-1783/2020	B.1.243	Santa Clara County	2020-06-03	2020	23
hCoV-19/USA/CA-CZB-10153/2020	B.1.243	Santa Clara County	2020-06-05	2020	23
hCoV-19/USA/CA-CZB-10040/2020	B.1.243	Santa Clara County	2020-06-11	2020	24
hCoV-19/USA/CA-CZB-10025/2020	B.1.243	Santa Clara County	2020-06-18	2020	25
hCoV-19/USA/CA-CZB-1748/2020	B.1.243	Santa Clara County	2020-06-18	2020	25
hCoV-19/USA/CA-CZB-1746/2020	B.1.243	Santa Clara County	2020-06-18	2020	25
hCoV-19/USA/CA-CZB-1744/2020	B.1.243	Santa Clara County	2020-06-18	2020	25
hCoV-19/USA/CA-CZB-1743/2020	B.1.243	Santa Clara County	2020-06-18	2020	25
hCoV-19/USA/CA-CZB-1742/2020	B.1.243	Santa Clara County	2020-06-18	2020	25
hCoV-19/USA/CA-CZB-2283/2020	B.1.243	Santa Clara County	2020-06-18	2020	25
hCoV-19/USA/CA-CZB-2284/2020	B.1.243	Santa Clara County	2020-06-20	2020	25
hCoV-19/USA/CA-CZB-2285/2020	B.1.243	Santa Clara County	2020-06-20	2020	25
hCoV-19/USA/CA-CZB-2286/2020	B.1.243	Santa Clara County	2020-06-20	2020	25
hCoV-19/USA/CA-CZB-2289/2020	B.1.243	Santa Clara County	2020-06-20	2020	25
hCoV-19/USA/CA-CZB-2292/2020	B.1.243	Santa Clara County	2020-06-20	2020	25
hCoV-19/USA/CA-CZB-2293/2020	B.1.243	Santa Clara County	2020-06-20	2020	25
hCoV-19/USA/CA-CZB-2290/2020	B.1.243	Santa Clara County	2020-06-20	2020	25
hCoV-19/USA/CA-CZB-2287/2020	B.1.243	Santa Clara County	2020-06-20	2020	25
hCoV-19/USA/CA-CZB-2296/2020	B.1.243	Santa Clara County	2020-06-22	2020	26
hCoV-19/USA/CA-CZB-9781/2020	B.1.243	Santa Clara County	2020-06-22	2020	26
hCoV-19/USA/CA-CZB-9776/2020	B.1.243	Santa Clara County	2020-06-22	2020	26
hCoV-19/USA/CA-CZB-10076/2020	B.1.243	Santa Clara County	2020-06-23	2020	26
hCoV-19/USA/CA-CZB-10139/2020	B.1.243	Santa Clara County	2020-06-23	2020	26
hCoV-19/USA/CA-CZB-2743/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2744/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2745/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2746/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2747/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2748/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2750/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2751/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2753/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2754/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2755/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2757/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2758/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2759/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2760/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2761/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2763/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2764/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2770/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-2771/2020	B.1.243	Santa Clara County	2020-06-27	2020	26
hCoV-19/USA/CA-CZB-9985/2020	B.1.243	Santa Clara County	2020-06-29	2020	27
hCoV-19/USA/CA-CZB-2794/2020	B.1.243	Santa Clara County	2020-07-01	2020	27
hCoV-19/USA/CA-CZB-2806/2020	B.1.243	Santa Clara County	2020-07-06	2020	28
hCoV-19/USA/CA-CZB-2807/2020	B.1.243	Santa Clara County	2020-07-06	2020	28
hCoV-19/USA/CA-CZB-2808/2020	B.1.243	Santa Clara County	2020-07-06	2020	28
hCoV-19/USA/CA-CZB-2810/2020	B.1.243	Santa Clara County	2020-07-06	2020	28
hCoV-19/USA/CA-CZB-2813/2020	B.1.243	Santa Clara County	2020-07-06	2020	28
hCoV-19/USA/CA-CZB-2814/2020	B.1.243	Santa Clara County	2020-07-06	2020	28
hCoV-19/USA/CA-CZB-2815/2020	B.1.243	Santa Clara County	2020-07-06	2020	28
hCoV-19/USA/CA-CZB-2829/2020	B.1.243	Santa Clara County	2020-07-06	2020	28
hCoV-19/USA/CA-CZB-2811/2020	B.1.243	Santa Clara County	2020-07-06	2020	28
hCoV-19/USA/CA-CZB-10003/2020	B.1.243	Santa Clara County	2020-07-09	2020	28
hCoV-19/USA/CA-CZB-10009/2020	B.1.243	Santa Clara County	2020-07-11	2020	28
hCoV-19/USA/CA-CZB-6802/2020	B.1.243	Santa Clara County	2020-07-14	2020	29
hCoV-19/USA/CA-CZB-6804/2020	B.1.243	Santa Clara County	2020-07-14	2020	29
hCoV-19/USA/CA-CZB-6805/2020	B.1.243	Santa Clara County	2020-07-14	2020	29
hCoV-19/USA/CA-CZB-6807/2020	B.1.243	Santa Clara County	2020-07-14	2020	29
hCoV-19/USA/CA-CZB-6809/2020	B.1.243	Santa Clara County	2020-07-14	2020	29
hCoV-19/USA/CA-CZB-6810/2020	B.1.243	Santa Clara County	2020-07-14	2020	29
hCoV-19/USA/CA-CZB-6811/2020	B.1.243	Santa Clara County	2020-07-14	2020	29
hCoV-19/USA/CA-CZB-6812/2020	B.1.243	Santa Clara County	2020-07-14	2020	29
hCoV-19/USA/CA-CZB-3869/2020	B.1.243	Santa Clara County	2020-07-16	2020	29
hCoV-19/USA/CA-CZB-3703/2020	B.1.243	Santa Clara County	2020-07-16	2020	29
hCoV-19/USA/CA-CZB-3809/2020	B.1.243	Santa Clara County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3880/2020	B.1.243	Santa Clara County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3285/2020	B.1.243	Santa Clara County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3288/2020	B.1.243	Santa Clara County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3871/2020	B.1.243	Santa Clara County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3283/2020	B.1.243	Santa Clara County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3870/2020	B.1.243	Santa Clara County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3698/2020	B.1.243	Santa Clara County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3289/2020	B.1.243	Santa Clara County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3293/2020	B.1.243	Santa Clara County	2020-07-19	2020	30
hCoV-19/USA/CA-CZB-3867/2020	B.1.243	Santa Clara County	2020-07-20	2020	30
hCoV-19/USA/CA-CZB-3866/2020	B.1.243	Santa Clara County	2020-07-20	2020	30
hCoV-19/USA/CA-CZB-3874/2020	B.1.243	Santa Clara County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3875/2020	B.1.243	Santa Clara County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3890/2020	B.1.243	Santa Clara County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3876/2020	B.1.243	Santa Clara County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3885/2020	B.1.243	Santa Clara County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3713/2020	B.1.243	Santa Clara County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3692/2020	B.1.243	Santa Clara County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3706/2020	B.1.243	Santa Clara County	2020-07-23	2020	30
hCoV-19/USA/CA-CZB-3616/2020	B.1.243	Santa Clara County	2020-07-28	2020	31
hCoV-19/USA/CA-CZB-3620/2020	B.1.243	Santa Clara County	2020-07-28	2020	31
hCoV-19/USA/CA-CZB-3621/2020	B.1.243	Santa Clara County	2020-07-28	2020	31
hCoV-19/USA/CA-CZB-3618/2020	B.1.243	Santa Clara County	2020-07-28	2020	31
hCoV-19/USA/CA-CZB-3622/2020	B.1.243	Santa Clara County	2020-07-28	2020	31
hCoV-19/USA/CA-CZB-3619/2020	B.1.243	Santa Clara County	2020-07-28	2020	31
hCoV-19/USA/CA-CZB-3617/2020	B.1.243	Santa Clara County	2020-07-28	2020	31
hCoV-19/USA/CA-CZB-4002/2020	B.1.243	Santa Clara County	2020-07-29	2020	31
hCoV-19/USA/CA-CZB-3615/2020	B.1.243	Santa Clara County	2020-07-29	2020	31
hCoV-19/USA/CA-CZB-4009/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4019/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4011/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4007/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4013/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4022/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4005/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4018/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4008/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4015/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4020/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4006/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-3718/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4010/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-3717/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4014/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4016/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4017/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-3719/2020	B.1.243	Santa Clara County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-4004/2020	B.1.243	Santa Clara County	2020-08-03	2020	32
hCoV-19/USA/CA-CZB-4003/2020	B.1.243	Santa Clara County	2020-08-03	2020	32
hCoV-19/USA/CA-CZB-4023/2020	B.1.243	Santa Clara County	2020-08-05	2020	32
hCoV-19/USA/CA-CZB-4028/2020	B.1.243	Santa Clara County	2020-08-06	2020	32
hCoV-19/USA/CA-CZB-4030/2020	B.1.243	Santa Clara County	2020-08-07	2020	32
hCoV-19/USA/CA-CZB-4031/2020	B.1.243	Santa Clara County	2020-08-08	2020	32
hCoV-19/USA/CA-CZB-4032/2020	B.1.243	Santa Clara County	2020-08-09	2020	33
hCoV-19/USA/CA-CZB-4035/2020	B.1.243	Santa Clara County	2020-08-10	2020	33
hCoV-19/USA/CA-CZB-4036/2020	B.1.243	Santa Clara County	2020-08-10	2020	33
hCoV-19/USA/CA-CZB-4038/2020	B.1.243	Santa Clara County	2020-08-10	2020	33
hCoV-19/USA/CA-CZB-4037/2020	B.1.243	Santa Clara County	2020-08-10	2020	33
hCoV-19/USA/CA-CZB-4041/2020	B.1.243	Santa Clara County	2020-08-12	2020	33
hCoV-19/USA/CA-CZB-4042/2020	B.1.243	Santa Clara County	2020-08-12	2020	33
hCoV-19/USA/CA-CZB-4043/2020	B.1.243	Santa Clara County	2020-08-12	2020	33
hCoV-19/USA/CA-CZB-4045/2020	B.1.243	Santa Clara County	2020-08-13	2020	33
hCoV-19/USA/CA-CZB-4046/2020	B.1.243	Santa Clara County	2020-08-14	2020	33
hCoV-19/USA/CA-CZB-4048/2020	B.1.243	Santa Clara County	2020-08-16	2020	34
hCoV-19/USA/CA-CZB-4052/2020	B.1.243	Santa Clara County	2020-08-17	2020	34
hCoV-19/USA/CA-CZB-6938/2020	B.1.243	Santa Clara County	2020-08-26	2020	35
hCoV-19/USA/CA-CZB-4812/2020	B.1.243	Santa Clara County	2020-09-01	2020	36
hCoV-19/USA/CA-CZB-6966/2020	B.1.243	Santa Clara County	2020-09-02	2020	36
hCoV-19/USA/CA-CZB-7146/2020	B.1.243	Santa Clara County	2020-09-08	2020	37
hCoV-19/USA/CA-CZB-7147/2020	B.1.243	Santa Clara County	2020-09-09	2020	37
hCoV-19/USA/CA-CZB-7148/2020	B.1.243	Santa Clara County	2020-09-09	2020	37
hCoV-19/USA/CA-CZB-7149/2020	B.1.243	Santa Clara County	2020-09-09	2020	37
hCoV-19/USA/CA-CZB-7152/2020	B.1.243	Santa Clara County	2020-09-09	2020	37
hCoV-19/USA/CA-CZB-12811/2020	B.1.243	Santa Clara County	2020-09-09	2020	37
hCoV-19/USA/CA-CZB-7202/2020	B.1.243	Santa Clara County	2020-09-14	2020	38
hCoV-19/USA/CA-CZB-10985/2020	B.1.243	Santa Clara County	2020-09-16	2020	38
hCoV-19/USA/CA-CZB-11009/2020	B.1.243	Santa Clara County	2020-09-16	2020	38
hCoV-19/USA/CA-CZB-11646/2020	B.1.243	Santa Clara County	2020-09-23	2020	39
hCoV-19/USA/CA-CZB-11649/2020	B.1.243	Santa Clara County	2020-09-23	2020	39
hCoV-19/USA/CA-CZB-11652/2020	B.1.243	Santa Clara County	2020-09-23	2020	39
hCoV-19/USA/CA-CZB-11656/2020	B.1.243	Santa Clara County	2020-09-23	2020	39
hCoV-19/USA/CA-CZB-11693/2020	B.1.243	Santa Clara County	2020-09-27	2020	40
hCoV-19/USA/CA-CZB-11893/2020	B.1.243	Santa Clara County	2020-09-30	2020	40
hCoV-19/USA/CA-CZB-11887/2020	B.1.243	Santa Clara County	2020-09-30	2020	40
hCoV-19/USA/CA-CZB-11894/2020	B.1.243	Santa Clara County	2020-10-01	2020	40
hCoV-19/USA/CA-CZB-11922/2020	B.1.243	Santa Clara County	2020-10-05	2020	41
hCoV-19/USA/CA-CZB-11932/2020	B.1.243	Santa Clara County	2020-10-06	2020	41
hCoV-19/USA/CA-CZB-12297/2020	B.1.243	Santa Clara County	2020-10-07	2020	41
hCoV-19/USA/CA-CZB-12298/2020	B.1.243	Santa Clara County	2020-10-07	2020	41
hCoV-19/USA/CA-CZB-12299/2020	B.1.243	Santa Clara County	2020-10-07	2020	41
hCoV-19/USA/CA-CZB-12303/2020	B.1.243	Santa Clara County	2020-10-07	2020	41
hCoV-19/USA/CA-CZB-12311/2020	B.1.243	Santa Clara County	2020-10-07	2020	41
hCoV-19/USA/CA-CZB-12312/2020	B.1.243	Santa Clara County	2020-10-07	2020	41
hCoV-19/USA/CA-CZB-12808/2020	B.1.243	Santa Clara County	2020-10-13	2020	42
hCoV-19/USA/CA-CZB-12779/2020	B.1.243	Santa Clara County	2020-10-14	2020	42
hCoV-19/USA/CA-CZB-12781/2020	B.1.243	Santa Clara County	2020-10-14	2020	42
hCoV-19/USA/CA-CZB-12792/2020	B.1.243	Santa Clara County	2020-10-14	2020	42
hCoV-19/USA/CA-CZB-12793/2020	B.1.243	Santa Clara County	2020-10-14	2020	42
hCoV-19/USA/CA-CZB-12796/2020	B.1.243	Santa Clara County	2020-10-14	2020	42
hCoV-19/USA/CA-CZB-12794/2020	B.1.243	Santa Clara County	2020-10-14	2020	42
hCoV-19/USA/CA-CZB-12780/2020	B.1.243	Santa Clara County	2020-10-14	2020	42
hCoV-19/USA/CA-CZB-12986/2020	B.1.243	Santa Clara County	2020-10-21	2020	43
hCoV-19/USA/CA-CZB-13000/2020	B.1.243	Santa Clara County	2020-10-21	2020	43
hCoV-19/USA/CA-CZB-13265/2020	B.1.243	Santa Clara County	2020-10-28	2020	44
hCoV-19/USA/CA-CZB-13271/2020	B.1.243	Santa Clara County	2020-10-28	2020	44
hCoV-19/USA/CA-CZB-13273/2020	B.1.243	Santa Clara County	2020-10-28	2020	44
hCoV-19/USA/CA-CZB-13301/2020	B.1.243	Santa Clara County	2020-10-31	2020	44
hCoV-19/USA/CA-CZB-13339/2020	B.1.243	Santa Clara County	2020-11-03	2020	45
hCoV-19/USA/CA-CZB-13673/2020	B.1.243	Santa Clara County	2020-11-04	2020	45
hCoV-19/USA/CA-CZB-13668/2020	B.1.243	Santa Clara County	2020-11-04	2020	45
hCoV-19/USA/CA-CZB-13693/2020	B.1.243	Santa Clara County	2020-11-04	2020	45
hCoV-19/USA/CA-CZB-14571/2020	B.1.243	Santa Clara County	2020-11-13	2020	46
hCoV-19/USA/CA-CZB-14568/2020	B.1.243	Santa Clara County	2020-11-16	2020	47
hCoV-19/USA/CA-CZB-14958/2020	B.1.243	Santa Clara County	2020-11-18	2020	47
hCoV-19/USA/CA-CZB-14982/2020	B.1.243	Santa Clara County	2020-11-18	2020	47
hCoV-19/USA/CA-CZB-14963/2020	B.1.243	Santa Clara County	2020-11-18	2020	47
hCoV-19/USA/CA-CZB-15021/2020	B.1.243	Santa Clara County	2020-11-18	2020	47
hCoV-19/USA/CA-CZB-15055/2020	B.1.243	Santa Clara County	2020-11-18	2020	47
hCoV-19/USA/CA-CZB-15088/2020	B.1.243	Santa Clara County	2020-11-20	2020	47
hCoV-19/USA/CA-CZB-15087/2020	B.1.243	Santa Clara County	2020-11-20	2020	47
hCoV-19/USA/CA-CZB-15179/2020	B.1.243	Santa Clara County	2020-11-23	2020	48
hCoV-19/USA/CA-CZB-15137/2020	B.1.243	Santa Clara County	2020-11-23	2020	48
hCoV-19/USA/CA-CZB-15156/2020	B.1.243	Santa Clara County	2020-11-23	2020	48
hCoV-19/USA/CA-CZB-15165/2020	B.1.243	Santa Clara County	2020-11-23	2020	48
hCoV-19/USA/CA-CZB-15168/2020	B.1.243	Santa Clara County	2020-11-23	2020	48
hCoV-19/USA/CA-CZB-15120/2020	B.1.243	Santa Clara County	2020-11-23	2020	48
hCoV-19/USA/CA-CZB-15119/2020	B.1.243	Santa Clara County	2020-11-23	2020	48
hCoV-19/USA/CA-CZB-15269/2020	B.1.243	Santa Clara County	2020-11-24	2020	48
hCoV-19/USA/CA-CZB-15234/2020	B.1.243	Santa Clara County	2020-11-24	2020	48
hCoV-19/USA/CA-CZB-15597/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15596/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15585/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15583/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15576/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15573/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15571/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15570/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15568/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15567/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15566/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15565/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15564/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15563/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15558/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15557/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15556/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15554/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15552/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15550/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15549/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15548/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15546/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15545/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15544/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15543/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15542/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15541/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15540/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15539/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15537/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15536/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15535/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15533/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15531/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15530/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15529/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15528/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15527/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15526/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15525/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15524/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15523/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15522/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15521/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15517/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15516/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15515/2020	B.1.243	Santa Clara County	2020-11-30	2020	49
hCoV-19/USA/CA-CZB-15721/2020	B.1.243	Santa Clara County	2020-12-01	2020	49
hCoV-19/USA/CA-CZB-15584/2020	B.1.243	Santa Clara County	2020-12-01	2020	49
hCoV-19/USA/CA-CZB-15704/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15623/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15637/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15638/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15647/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15650/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15669/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15670/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15671/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15689/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15724/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15774/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15698/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15707/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15744/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15703/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15672/2020	B.1.243	Santa Clara County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15787/2020	B.1.243	Santa Clara County	2020-12-03	2020	49
hCoV-19/USA/CA-CZB-15809/2020	B.1.243	Santa Clara County	2020-12-04	2020	49
hCoV-19/USA/CA-CZB-15836/2020	B.1.243	Santa Clara County	2020-12-04	2020	49
hCoV-19/USA/CA-CZB-15833/2020	B.1.243	Santa Clara County	2020-12-04	2020	49
hCoV-19/USA/CA-CZB-15832/2020	B.1.243	Santa Clara County	2020-12-04	2020	49
hCoV-19/USA/CA-CZB-15830/2020	B.1.243	Santa Clara County	2020-12-04	2020	49
hCoV-19/USA/CA-CZB-15829/2020	B.1.243	Santa Clara County	2020-12-04	2020	49
hCoV-19/USA/CA-CZB-15828/2020	B.1.243	Santa Clara County	2020-12-04	2020	49
hCoV-19/USA/CA-CZB-15824/2020	B.1.243	Santa Clara County	2020-12-04	2020	49
hCoV-19/USA/CA-CZB-15822/2020	B.1.243	Santa Clara County	2020-12-04	2020	49
